kostakis@DESKTOP-HM9Q2U8:~/dev/Akis-Kostakis-Diploma-Thesis/RNN$ ./lstm.out --epochs 900
LSTM Multi-Step Ahead Prediction
Configuration:
Lookback window (K): 10 timesteps
  Prediction horizon (N): 10 timesteps
  Input features: 9
  Output features: 3
  Epochs: 900

Data/dataset_1.csv rows: 3397 Cols: 9 (3397x9)
Number of training samples: 3378 after removing windowSize and loopback
Converted eigen matrix to Tensor
Tensor shape: [3397, 9]
Angles tensor shape: [3397, 3]

Data Shapes
X (inputs):  [3378, 10, 9]
y (targets): [3378, 10, 3]

Model Created
Architecture: Input(9) -> LSTM(128) -> FC(30)

Training Configuration
Batch size: 32
Epochs: 900
Learning rate: 0.001
Optimizer: Adam
Loss function: torch::nn::MSELossImpl

Starting Training
Epoch   0 | Loss: 0.005265
Epoch   5 | Loss: 0.000530
Epoch  10 | Loss: 0.000481
Epoch  15 | Loss: 0.000468
Epoch  20 | Loss: 0.000445
Epoch  25 | Loss: 0.000425
Epoch  30 | Loss: 0.000415
Epoch  35 | Loss: 0.000406
Epoch  40 | Loss: 0.000390
Epoch  45 | Loss: 0.000394
Epoch  50 | Loss: 0.000377
Epoch  55 | Loss: 0.000369
Epoch  60 | Loss: 0.000350
Epoch  65 | Loss: 0.000350
Epoch  70 | Loss: 0.000350
Epoch  75 | Loss: 0.000332
Epoch  80 | Loss: 0.000339
Epoch  85 | Loss: 0.000340
Epoch  90 | Loss: 0.000331
Epoch  95 | Loss: 0.000321
  -- Saved model: lstm_model_epoch_100.pt
Epoch 100 | Loss: 0.000317
Epoch 105 | Loss: 0.000327
Epoch 110 | Loss: 0.000314
Epoch 115 | Loss: 0.000313
Epoch 120 | Loss: 0.000315
Epoch 125 | Loss: 0.000307
Epoch 130 | Loss: 0.000310
Epoch 135 | Loss: 0.000306
Epoch 140 | Loss: 0.000296
Epoch 145 | Loss: 0.000304
Epoch 150 | Loss: 0.000293
Epoch 155 | Loss: 0.000303
Epoch 160 | Loss: 0.000301
Epoch 165 | Loss: 0.000291
Epoch 170 | Loss: 0.000300
Epoch 175 | Loss: 0.000294
Epoch 180 | Loss: 0.000292
Epoch 185 | Loss: 0.000288
Epoch 190 | Loss: 0.000287
Epoch 195 | Loss: 0.000293
  -- Saved model: lstm_model_epoch_200.pt
Epoch 200 | Loss: 0.000291
Epoch 205 | Loss: 0.000288
Epoch 210 | Loss: 0.000295
Epoch 215 | Loss: 0.000287
